,Overall,Bib,Name,Time
14,1889,33660,Anthony Holt,05:51:36
15,1891,31835,Lori Boyd,05:51:38
16,1892,32498,Steve Jones,05:51:55
17,1893,31771,Jennifer Sell,05:52:01
18,1894,32986,Alyssa Eashoo,05:52:02
19,1895,33328,Michael Warren,05:52:20
20,1895,33176,Lee Hofweber,05:52:20
21,1897,32692,Tracy Lindstrom,05:52:36
22,1897,32974,Kristi Wieland,05:52:36
23,1899,32604,Melanie Gould,05:52:37
24,1900,33304,Paul Winterford,05:52:44
0,1901,33253,Elizabeth Kostrub,05:52:48
1,1902,32652,Hector Solis,05:52:50
2,1903,30539,Jason Simmons,05:53:18
3,1904,32070,Katrin Bates,05:53:34
4,1905,32150,Kaitlynn Washingtion,05:53:42
5,1905,33466,Peyton Gray,05:53:42
6,1905,33630,Cole Christopher,05:53:42
7,1908,33616,Brooke Osborne,05:54:21
8,1908,32870,Sarah Bordelon,05:54:21
9,1910,33539,Roy Cameron Jr,05:54:26
10,1911,30422,Hunter Burney,05:54:35
11,1911,32442,Kristen Burney,05:54:35
12,1913,33305,Claire Winterford,05:54:51
13,1914,30871,Jeff Murphree,05:54:57
14,1915,33090,Allison Thrower,05:55:33
15,1916,33618,Eddie Godwin,05:55:48
16,1917,31653,Michael Haarlander,05:56:03
17,1918,32834,Astrid Escobar,05:56:05
18,1919,32452,Rakesh Singh,05:56:27
19,1920,33427,Ashley Bautista,05:56:28
20,1921,32582,Olivia Hoppen,05:56:31
21,1921,30970,James Carlson,05:56:31
22,1923,33054,Bobbi Aschwanden,05:56:53
23,1923,32364,Ariel Alonzo,05:56:53
24,1925,33369,Brittney Miller,05:56:59
0,1925,33370,Ryan Miller,05:56:59
1,1927,32151,Catherine Moerman,05:57:01
2,1928,32256,Evan Castellano,05:57:09
3,1929,33386,Kat Dunham,05:57:10
4,1930,32732,Daniel Pope,05:57:18
5,1931,32700,Tsubasa Agarie,05:57:40
6,1932,530,Dean Bowden,05:57:43
7,1933,32291,Larry Nolen,05:57:47
8,1934,30384,Raegen Queen,05:58:02
9,1935,33144,Nestor Ilagan,05:58:15
10,1936,33632,Melissa Teneyuque,05:58:21
11,1937,523,Ken Ashby,05:58:25
12,1938,31919,Eddie Kimpel,05:58:43
13,1939,33650,Konstantin Yepifantsev,05:58:52
14,1940,32844,Meghann Farley,05:58:55
15,1941,33559,Cynthia Aune,05:58:56
16,1942,31707,Laura Terry,05:59:00
17,1943,32742,Jessica Thrower,05:59:11
18,1944,31043,Sherry Ricker,05:59:13
19,1945,33205,Alicia Hartman,05:59:17
20,1946,31666,Jason Mccullough,05:59:30
21,1947,31729,Venu Alokam,05:59:38
22,1948,31884,Amber Jacobs,06:00:00
23,1949,31381,Rebekah Clifford,06:00:10
24,1950,33667,Richard Brooks,06:00:39
0,1951,32832,Candace Wohn,06:00:57
1,1952,33223,Amy Cengeri,06:01:02
2,1953,33300,Ashley Kelley,06:01:03
3,1954,539,Richard Brooks,06:01:08
4,1955,33283,Tristen Reis,06:01:09
5,1956,32648,Barbara Pepin,06:01:11
6,1957,33424,Sandra Guida,06:01:13
7,1958,33718,Dean Stambelu,06:01:28
8,1959,32942,Erin Mclauchlin,06:01:40
9,1960,33218,Alina Young,06:01:41
10,1961,33086,Caitlin Babin,06:01:42
11,1962,31115,Stephanie Grapentin,06:02:20
12,1963,30949,Morgan Bensman,06:02:26
13,1964,32118,Timothy New,06:02:29
14,1965,33401,Brian Schick,06:03:03
15,1966,32218,Lorie Wood,06:03:26
16,1966,31261,Darah Owens,06:03:26
17,1968,33607,Roy Singley,06:03:35
18,1969,32062,Cortlynn Mitchell,06:04:01
19,1970,33366,Samantha Kuner,06:04:09
20,1971,33261,Jessica Alexander,06:04:10
21,1971,33708,Jazmin Pluas,06:04:10
22,1973,33242,Renae Brown,06:04:11
23,1974,33134,Kim Heagy,06:04:26
24,1975,31569,James Rahn,06:04:28
0,1976,33368,Stacey Campfield,06:04:38
1,1977,33267,James Orr,06:04:47
2,1978,31028,Megan Svetkovich,06:04:48
3,1979,33174,George Svetkovich,06:04:49
4,1980,33675,Jessica Campos-Ruiz,06:04:58
5,1981,33672,Marie Flores,06:05:01
6,1981,33671,Betty Trueba,06:05:01
7,1983,32866,Kelsey Wezel,06:05:52
8,1984,33434,Justin Lynch,06:06:10
9,1985,33277,Kathleen Gant,06:06:16
10,1986,33629,Gordon Carlisle,06:06:19
11,1987,33022,Ryan Mitchell,06:06:29
12,1988,33426,Trish Keleher,06:06:30
13,1989,33306,Darin Mccloud,06:06:38
14,1990,32694,Shannon Wood,06:06:54
15,1990,33633,Katherine Tierney,06:06:54
16,1992,32530,David Owens,06:07:44
17,1993,31731,Towhid Alam,06:08:09
18,1993,33433,Leah Sayre,06:08:09
19,1995,33383,Emily Simmons,06:08:15
20,1996,32602,Bailey Hendrickson,06:08:20
21,1997,33384,Taylor Leatherwood,06:08:21
22,1998,32138,Sarah Skonicki,06:08:26
23,1999,33598,Erica Heskamp,06:08:56
24,2000,33184,Shari Zimmerman,06:08:57
0,2000,33597,Kelly Steinmann,06:08:57
1,2000,32318,Suzanne Buntrock,06:08:57
2,2003,32890,Cindy Howard,06:09:04
3,2004,33217,Rachel Bottomley,06:09:08
4,2005,33201,Jen Cole,06:09:12
5,2006,31978,Erin Lusk,06:09:14
6,2007,32934,Alessandra D'Ambrosia-Furman,06:09:20
7,2007,31829,Jessica Perry,06:09:20
8,2009,33209,Jennifer Whittle,06:09:27
9,2009,33610,Seth Hatfield,06:09:27
10,2011,32874,Matthew Latawiec,06:09:29
11,2011,32872,Stephanie Latawiec,06:09:29
12,2013,33198,Roberta Henry,06:09:47
13,2014,31023,Shelby Hall,06:09:51
14,2015,32704,Tyler Farley,06:10:02
15,2016,32876,Courtney Devries,06:10:27
16,2017,33173,Becca Dernberger,06:11:11
17,2018,32480,Susan Marshall,06:11:24
18,2019,30085,Nathanael Lilly,06:11:26
19,2020,32578,Allison Seguin,06:11:33
20,2020,33410,Catherine Seguin,06:11:33
21,2022,33308,Tiffany Allgeier,06:11:48
22,2023,33400,Howard Robison,06:11:51
23,2024,33098,Gregoria Williams,06:12:10
24,2025,33357,Shandy Farin,06:12:18
0,2026,33292,Shannon Kjear,06:12:24
1,2027,33614,Cleveland Allen,06:12:25
2,2028,33187,David Dearmon,06:12:34
3,2029,33235,Brian Shaw,06:12:35
4,2030,33234,Maria Crompton,06:12:37
5,2031,32325,Gayle Martin,06:13:04
6,2032,33601,Jennifer Clark,06:13:05
7,2033,33518,Samuel Collins,06:13:19
8,2034,33367,Billy Huggins,06:13:39
9,2035,33506,Tony Myers,06:13:57
10,2035,30820,Todd Foster,06:13:57
11,2037,33665,Maria Ethel Shircel,06:14:30
12,2038,31993,Baithao Samphao,06:14:43
13,2039,32119,Darrell Sheffield,06:14:45
14,2040,33078,Diane Street,06:15:01
15,2041,31738,Joanne Ring,06:15:08
16,2042,33381,Ryan Mcnally,06:15:12
17,2043,33248,Amie Guinn,06:15:16
18,2044,33008,Janet Yee,06:15:18
19,2045,31529,Misty Jones,06:15:27
20,2046,32287,Katherine Mccrea,06:15:31
21,2047,32650,Carlito Agner,06:15:35
22,2048,32646,Kenneth Forrest,06:15:36
23,2049,33249,Sarah Anglin,06:15:55
24,2050,32494,Deanne Whittle,06:16:27
0,2051,30542,Deanna Alexander,06:16:31
1,2052,33056,Hanah Pender,06:16:38
2,2053,33230,Adrienne Mcbroon,06:16:51
3,2054,33286,Tricia Timney,06:16:52
4,2055,32458,Cindy Berndt,06:17:01
5,2056,33263,Michelle Sumption,06:17:04
6,2057,33330,Jana Stidham,06:17:21
7,2058,33311,Jennifer Kraus,06:17:37
8,2059,33074,Olga Felton,06:17:39
9,2060,33627,Sarah Cates,06:18:01
10,2061,33626,Jennifer Reed,06:18:02
11,2062,33185,Mary Perrecone,06:18:15
12,2063,32526,Daniel Albert,06:18:17
13,2064,33239,Audrey Reville,06:18:50
14,2065,32830,Georgia Bracken,06:18:55
15,2066,32920,Cassandra Branch,06:19:04
16,2067,31693,Linda Wieloch,06:19:15
17,2068,32289,Valerie Hardison,06:19:22
18,2069,31916,Mark Bevilacqua,06:19:23
19,2070,31161,Derek Conine,06:19:26
20,2071,33323,Lucy Hernandez,06:19:35
21,2072,33606,Helen Reagan,06:19:50
22,2073,32032,Jason B. Wright,06:20:31
23,2074,32550,Erica Marlowe Williamson,06:20:32
24,2075,31369,Cami Earnest,06:20:36
0,2076,33291,Andy Lan,06:21:01
1,2077,31755,Vincent Berry,06:21:23
2,2078,30947,Melanie Nekola,06:21:24
3,2079,33397,Jim Burgos,06:21:26
4,2080,33396,Rhonda Burgos,06:21:35
5,2081,32806,Andrew Harris,06:22:11
6,2082,31785,Cassandra Punjack,06:22:54
7,2083,33241,Courtney Wells,06:22:59
8,2084,33390,Amy Brooks,06:24:19
9,2085,33364,Terry Davis,06:25:02
10,2086,33299,Donna Paris,06:26:04
11,2087,31712,Melissa Sears,06:26:24
12,2088,31386,Thomas Friar,06:26:37
13,2089,33232,Marcus Kasel,06:27:24
14,2090,32210,Shawn Douthit,06:27:27
15,2091,33333,Chris Bloch,06:27:29
16,2092,32916,Jeff Riddle,06:28:06
17,2093,31711,Rick Sears,06:30:13
18,2094,33634,Dwight Williams,06:30:28
19,2095,31703,Kelsey Mark,06:31:10
20,2096,33048,John Points,06:31:28
21,2097,31594,Brett Dunlap,06:32:57
22,2098,33211,Meghann Richardson,06:33:08
23,2099,536,Patti Mortland,06:34:24
24,2100,33423,Yvette Leonard,06:34:41
0,2101,33717,Dallas Heyden,06:37:34
1,2102,32440,Marlin Hardin,06:39:04
2,2103,535,Jane Tao,06:49:26
3,2104,529,Mike Emerick,06:51:23
4,2105,60042,Contact Sportstats,06:51:55
5,2106,33359,Theresa Khayyam,06:51:56
6,2107,30018,Harold Martin,06:54:09
7,99999,32166,Janna Chew,00:00:00
8,99999,33530,Brandon Wynsma,00:00:00
9,99999,31683,Aubrey Spaeth,00:00:00
10,99999,33654,Jeffrey Ekkart,00:00:00
11,99999,31170,Austin Perkins,00:00:00
12,99999,33461,Emily Eagerton,00:00:00
13,99999,31515,Tony Quernemoen,00:00:00
14,99999,30482,David Ramos,00:00:00
